Name,Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Exclude NA
Dead Space Extraction,Wii,2009,Shooter,0.32,0.1,0.01,0.04,0.47,82,76,8.1,82.0,M,0.14999999999999997
Silent Hill: Shattered Memories,Wii,2009,Action,0.22,0.19,0.01,0.05,0.47,79,56,8.0,226.0,M,0.24999999999999997
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009,Action,0.21,0.07,0.08,0.03,0.39,66,53,7.6,70.0,T,0.18000000000000002
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,Role-Playing,0.16,0.12,0.06,0.03,0.36,67,41,8.3,63.0,T,0.19999999999999998
Bionic Commando,PS3,2009,Platform,0.12,0.17,0.01,0.06,0.36,71,48,7.4,62.0,M,0.24
BlazBlue: Calamity Trigger,X360,2009,Fighting,0.21,0.08,0.04,0.03,0.36,86,51,8.5,70.0,T,0.15
Ninja Blade,X360,2009,Action,0.14,0.14,0.02,0.03,0.33,68,65,6.8,55.0,M,0.19
Battlestations: Pacific,X360,2009,Strategy,0.17,0.11,0.01,0.03,0.32,76,48,7.4,41.0,T,0.15
Tekken 6,PSP,2009,Fighting,0.15,0.03,0.1,0.03,0.32,82,39,8.2,68.0,T,0.17
Magna Carta 2,X360,2009,Role-Playing,0.13,0.07,0.07,0.02,0.3,69,49,7.0,57.0,T,0.16999999999999998
Little Kings Story,Wii,2009,Strategy,0.14,0.1,0.02,0.02,0.29,87,50,8.8,87.0,T,0.14999999999999997
Wanted: Weapons of Fate,PS3,2009,Shooter,0.14,0.1,0.01,0.04,0.29,61,56,7.0,26.0,M,0.14999999999999997
Bionic Commando,X360,2009,Platform,0.12,0.12,0.01,0.03,0.28,70,65,7.3,88.0,M,0.16000000000000003
Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,0.1,0.01,0.12,0.02,0.25,83,33,7.1,47.0,T,0.15
Tropico 3,X360,2009,Strategy,0.15,0.02,0.03,0.01,0.22,75,33,6.6,22.0,T,0.07
Infinite Space,DS,2009,Role-Playing,0.06,0.05,0.07,0.01,0.2,75,46,9.0,61.0,T,0.14
50 Cent: Blood on the Sand,PS3,2009,Shooter,0.1,0.06,0.01,0.03,0.19,72,37,7.1,58.0,M,0.09
Velvet Assassin,X360,2009,Shooter,0.14,0.02,0.01,0.01,0.18,56,46,6.9,56.0,M,0.03999999999999998
The King of Fighters XII,PS3,2009,Fighting,0.11,0.01,0.03,0.01,0.16,57,48,5.3,46.0,T,0.05
X-Blades,X360,2009,Action,0.1,0.02,0.02,0.01,0.14,50,39,5.4,14.0,M,0.04000000000000001
X-Blades,PS3,2009,Action,0.07,0.03,0.02,0.01,0.13,50,31,5.9,15.0,M,0.06
JU-ON: The Grudge,Wii,2009,Action,0.07,0.01,0.01,0.01,0.1,39,32,5.6,34.0,M,0.03
Super Smash Bros. Brawl,Wii,2008,Fighting,6.64,2.56,2.66,1.01,12.87,93,81,8.9,1667.0,T,6.2299999999999995
Grand Theft Auto IV,X360,2008,Action,6.77,3.07,0.14,1.03,11.01,98,86,7.9,2958.0,M,4.24
Grand Theft Auto IV,PS3,2008,Action,4.77,3.7,0.44,1.61,10.51,98,64,7.5,2849.0,M,5.74
Gears of War 2,X360,2008,Shooter,4.15,1.9,0.06,0.64,6.75,93,90,7.7,2746.0,M,2.5999999999999996
Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,2.63,1.71,0.83,0.82,5.99,94,82,8.7,3575.0,M,3.3600000000000003
Fallout 3,X360,2008,Role-Playing,3.4,0.99,0.09,0.45,4.94,93,84,8.5,1658.0,M,1.5400000000000005
Fable II,X360,2008,Role-Playing,2.51,1.24,0.11,0.41,4.27,89,95,6.5,2427.0,M,1.7599999999999998
Fallout 3,PS3,2008,Role-Playing,2.16,1.13,0.07,0.59,3.95,90,57,8.0,916.0,M,1.79
Left 4 Dead,X360,2008,Shooter,2.66,0.49,0.05,0.3,3.51,89,67,7.9,1309.0,M,0.8499999999999996
God of War: Chains of Olympus,PSP,2008,Action,1.48,1.0,0.04,0.66,3.18,91,79,8.6,566.0,M,1.7000000000000002
Saints Row 2,X360,2008,Action,1.95,0.79,0.02,0.28,3.04,81,75,8.1,310.0,M,1.09
Resistance 2,PS3,2008,Shooter,1.15,0.84,0.1,0.38,2.47,87,79,6.1,1890.0,M,1.3200000000000003
Midnight Club: Los Angeles,PS3,2008,Racing,1.56,0.53,0.05,0.31,2.46,82,50,8.2,102.0,T,0.8999999999999999
Tom Clancys Rainbow Six: Vegas 2,X360,2008,Shooter,1.56,0.6,0.02,0.23,2.42,82,66,7.8,176.0,M,0.8599999999999999
Midnight Club: Los Angeles,X360,2008,Racing,1.69,0.45,0.01,0.21,2.36,81,66,8.5,142.0,T,0.6699999999999999
Dissidia: Final Fantasy,PSP,2008,Fighting,0.51,0.5,0.91,0.31,2.23,79,61,8.0,139.0,T,1.72
Need For Speed: Undercover,PS3,2008,Racing,0.63,1.0,0.05,0.38,2.05,59,40,5.9,72.0,T,1.42
Need For Speed: Undercover,X360,2008,Racing,0.8,0.7,0.01,0.18,1.69,64,62,5.9,104.0,T,0.8899999999999999
Saints Row 2,PS3,2008,Action,0.88,0.54,0.02,0.25,1.68,82,50,7.9,135.0,M,0.7999999999999999
Army of Two,X360,2008,Shooter,1.09,0.37,0.02,0.16,1.64,72,76,7.6,233.0,M,0.5499999999999998
Far Cry 2,X360,2008,Action,0.72,0.69,0.02,0.18,1.59,85,75,6.7,288.0,M,0.8700000000000001
SoulCalibur IV,X360,2008,Fighting,0.92,0.43,0.07,0.15,1.58,85,62,7.9,158.0,T,0.66
Devil May Cry 4,PS3,2008,Action,0.58,0.45,0.34,0.2,1.57,84,63,8.2,311.0,M,0.9900000000000001
007: Quantum of Solace,X360,2008,Action,0.82,0.51,0.01,0.14,1.48,65,69,7.1,71.0,T,0.66
SoulCalibur IV,PS3,2008,Fighting,0.72,0.4,0.14,0.2,1.46,85,65,7.9,129.0,T,0.74
Battlefield: Bad Company,X360,2008,Shooter,0.81,0.46,0.04,0.15,1.46,83,70,7.7,263.0,T,0.6499999999999999
BioShock,PS3,2008,Shooter,0.75,0.46,0.01,0.2,1.42,94,51,8.7,888.0,M,0.6699999999999999
Far Cry 2,PS3,2008,Action,0.43,0.69,0.01,0.26,1.38,85,49,6.4,241.0,M,0.95
MotorStorm: Pacific Rift,PS3,2008,Racing,0.43,0.65,0.02,0.25,1.35,82,63,8.0,319.0,T,0.9200000000000002
Devil May Cry 4,X360,2008,Action,0.79,0.34,0.08,0.13,1.34,84,61,8.0,248.0,M,0.55
Tom Clancys Rainbow Six: Vegas 2,PS3,2008,Shooter,0.66,0.44,0.04,0.21,1.34,81,32,7.9,93.0,M,0.68
Battlefield: Bad Company,PS3,2008,Shooter,0.76,0.35,0.05,0.18,1.34,84,50,8.1,205.0,T,0.5800000000000001
Valkyria Chronicles,PS3,2008,Role-Playing,0.71,0.19,0.24,0.13,1.27,86,60,8.6,434.0,T,0.56
Tomb Raider: Underworld,PS3,2008,Action,0.45,0.55,0.05,0.22,1.26,75,42,7.2,167.0,T,0.81
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,0.94,0.16,0.02,0.13,1.25,63,64,6.9,223.0,M,0.31000000000000005
Army of Two,PS3,2008,Shooter,0.74,0.26,0.02,0.15,1.17,74,43,7.3,118.0,M,0.42999999999999994
Mirrors Edge,X360,2008,Platform,0.51,0.51,0.01,0.13,1.16,79,82,7.5,333.0,T,0.6499999999999999
007: Quantum of Solace,PS3,2008,Action,0.43,0.51,0.02,0.19,1.14,65,42,6.6,49.0,T,0.71
Mirrors Edge,PS3,2008,Platform,0.31,0.58,0.02,0.22,1.13,79,66,7.8,366.0,T,0.8199999999999998
Prince of Persia,PS3,2008,Action,0.47,0.4,0.03,0.17,1.07,85,59,7.3,246.0,T,0.6000000000000001
Tomb Raider: Underworld,X360,2008,Action,0.53,0.42,0.01,0.11,1.07,76,57,6.6,198.0,T,0.54
Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,0.49,0.34,0.09,0.15,1.07,75,32,8.6,95.0,T,0.5800000000000001
Bully: Scholarship Edition,X360,2008,Action,0.53,0.4,0.03,0.11,1.06,80,56,8.3,156.0,T,0.53
Mercenaries 2: World in Flames,X360,2008,Shooter,0.65,0.3,0.01,0.1,1.06,72,69,7.2,152.0,T,0.41000000000000003
Ninja Gaiden II,X360,2008,Action,0.65,0.22,0.05,0.1,1.01,81,74,8.0,304.0,M,0.36
Prince of Persia,X360,2008,Action,0.54,0.34,0.02,0.1,1.01,81,73,7.0,189.0,T,0.47
Haze,PS3,2008,Shooter,0.49,0.33,0.02,0.15,0.99,55,65,6.5,296.0,M,0.5
WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,0.51,0.3,0.01,0.12,0.94,78,37,7.0,49.0,T,0.42999999999999994
White Knight Chronicles: International Edition,PS3,2008,Role-Playing,0.33,0.16,0.36,0.08,0.94,64,77,7.5,213.0,T,0.6099999999999999
Tom Clancys EndWar,X360,2008,Strategy,0.58,0.24,0.01,0.09,0.91,77,63,7.2,53.0,T,0.33000000000000007
Mercenaries 2: World in Flames,PS3,2008,Shooter,0.29,0.39,0.02,0.16,0.87,72,43,7.1,73.0,T,0.5800000000000001
Dragon Ball Z: Burst Limit,PS3,2008,Fighting,0.22,0.33,0.18,0.12,0.85,71,32,7.2,52.0,T,0.63
Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,0.34,0.04,0.36,0.08,0.82,90,47,8.9,642.0,M,0.4799999999999999
Too Human,X360,2008,Role-Playing,0.38,0.29,0.03,0.08,0.78,65,80,7.0,458.0,T,0.4
Turok,X360,2008,Action,0.46,0.2,0.01,0.07,0.75,69,63,7.1,120.0,M,0.29
Tales of Vesperia,X360,2008,Role-Playing,0.32,0.17,0.19,0.05,0.74,79,67,8.2,265.0,T,0.42
Infinite Undiscovery,X360,2008,Role-Playing,0.34,0.18,0.12,0.06,0.7,68,60,7.0,158.0,T,0.35999999999999993
The Last Remnant,X360,2008,Role-Playing,0.25,0.2,0.18,0.06,0.68,66,49,6.9,123.0,M,0.43000000000000005
Turok,PS3,2008,Action,0.35,0.21,0.01,0.1,0.67,67,38,6.0,39.0,M,0.32000000000000006
Tom Clancys EndWar,PS3,2008,Strategy,0.33,0.22,0.01,0.11,0.66,76,33,6.6,42.0,T,0.33
Lost Planet: Extreme Condition,PS3,2008,Shooter,0.31,0.17,0.07,0.08,0.64,67,34,7.0,36.0,T,0.33
Okami,Wii,2008,Action,0.43,0.09,0.04,0.05,0.6,90,44,8.9,236.0,T,0.16999999999999998
Frontlines: Fuel of War,X360,2008,Shooter,0.34,0.15,0.01,0.05,0.56,75,55,7.8,77.0,T,0.22000000000000003
Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,0.34,0.03,0.11,0.04,0.53,78,51,7.5,150.0,T,0.19
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,0.21,0.04,0.24,0.02,0.52,68,46,7.1,94.0,T,0.31000000000000005
Dragon Ball Z: Burst Limit,X360,2008,Fighting,0.24,0.18,0.03,0.05,0.49,72,50,7.6,42.0,T,0.25
Dark Sector,X360,2008,Shooter,0.22,0.2,0.01,0.05,0.48,72,71,7.5,147.0,M,0.26
Dark Sector,PS3,2008,Shooter,0.23,0.16,0.01,0.07,0.47,72,47,7.6,70.0,M,0.23999999999999996
Unreal Tournament III,X360,2008,Shooter,0.25,0.17,0.01,0.05,0.47,82,47,7.6,95.0,M,0.21999999999999997
Eternal Sonata,PS3,2008,Role-Playing,0.19,0.12,0.07,0.05,0.44,80,34,7.8,117.0,T,0.25
Valkyrie Profile: Covenant of the Plume,DS,2008,Role-Playing,0.22,0.02,0.16,0.02,0.42,74,35,6.8,12.0,T,0.19999999999999998
Castlevania: Order of Ecclesia,DS,2008,Platform,0.27,0.02,0.04,0.03,0.36,85,46,8.7,111.0,T,0.08999999999999997
Star Ocean: Second Evolution,PSP,2008,Role-Playing,0.14,0.01,0.16,0.02,0.34,75,37,7.1,26.0,T,0.2
Cross Edge,PS3,2008,Role-Playing,0.14,0.02,0.05,0.02,0.23,52,32,7.2,82.0,T,0.09
Ninja Gaiden: Dragon Sword,DS,2008,Action,0.16,0.01,0.02,0.02,0.21,83,52,7.8,36.0,T,0.04999999999999999
Tenchu: Shadow Assassins,Wii,2008,Action,0.15,0.01,0.03,0.01,0.21,70,35,7.8,24.0,M,0.06
Disgaea DS,DS,2008,Role-Playing,0.11,0.01,0.05,0.01,0.18,82,32,7.5,35.0,T,0.06999999999999999
Castlevania Judgment,Wii,2008,Fighting,0.12,0.02,0.01,0.01,0.16,49,33,5.9,56.0,T,0.04000000000000001
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,0.08,0.02,0.01,0.01,0.12,74,42,7.9,13.0,T,0.039999999999999994
Halo 3,X360,2007,Shooter,7.97,2.81,0.13,1.21,12.12,94,86,7.8,4109.0,M,4.1499999999999995
Call of Duty 4: Modern Warfare,X360,2007,Shooter,5.95,2.37,0.13,0.9,9.35,94,70,8.4,1322.0,M,3.3999999999999995
Call of Duty 4: Modern Warfare,PS3,2007,Shooter,3.11,2.26,0.28,1.03,6.69,94,44,8.4,994.0,M,3.5800000000000005
Assassins Creed,X360,2007,Adventure,3.28,1.64,0.07,0.56,5.54,81,77,7.7,1084.0,M,2.2600000000000002
Links Crossbow Training,Wii,2007,Shooter,3.05,1.17,0.29,0.46,4.98,68,34,7.1,47.0,T,1.9300000000000006
Uncharted: Drakes Fortune,PS3,2007,Action,2.32,1.72,0.12,0.77,4.92,88,66,8.1,2332.0,T,2.6
Assassins Creed,PS3,2007,Adventure,1.91,2.0,0.09,0.82,4.82,81,40,7.3,777.0,M,2.91
Guitar Hero III: Legends of Rock,X360,2007,Misc,3.19,0.91,0.01,0.42,4.53,85,69,7.9,167.0,T,1.3400000000000003
God of War II,PS2,2007,Action,2.32,0.04,0.04,1.67,4.07,93,70,8.9,718.0,M,1.7500000000000004
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,1.35,0.59,0.8,0.43,3.18,83,67,8.0,465.0,T,1.83
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,1.69,0.85,0.14,0.43,3.1,93,45,8.0,606.0,M,1.4100000000000001
Mass Effect,X360,2007,Role-Playing,1.83,0.79,0.03,0.27,2.91,91,74,8.7,1702.0,M,1.08
BioShock,X360,2007,Shooter,1.65,0.85,0.05,0.28,2.83,96,88,8.9,2256.0,M,1.1800000000000002
Guitar Hero III: Legends of Rock,PS3,2007,Misc,1.4,0.53,0.02,0.3,2.24,83,45,7.8,52.0,T,0.8400000000000003
The Orange Box,X360,2007,Shooter,1.09,0.53,0.02,0.17,1.82,96,54,8.9,800.0,M,0.73
Metroid Prime 3: Corruption,Wii,2007,Shooter,0.89,0.74,0.07,0.09,1.79,90,62,8.9,492.0,T,0.9
Crackdown,X360,2007,Shooter,1.0,0.53,0.03,0.18,1.75,83,75,8.0,340.0,M,0.75
Heavenly Sword,PS3,2007,Action,0.57,0.72,0.06,0.29,1.65,79,64,8.3,545.0,T,1.08
Resident Evil: The Umbrella Chronicles,Wii,2007,Action,0.67,0.43,0.29,0.14,1.52,75,47,7.6,122.0,M,0.85
Tom Clancys Rainbow Six: Vegas,PS3,2007,Shooter,0.47,0.53,0.03,0.22,1.25,86,32,7.6,81.0,M,0.78
Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,0.45,0.24,0.3,0.16,1.16,88,41,8.0,238.0,T,0.71
Ninja Gaiden Sigma,PS3,2007,Action,0.57,0.32,0.09,0.16,1.14,88,46,7.5,156.0,M,0.57
Medal of Honor: Airborne,X360,2007,Shooter,0.45,0.52,0.01,0.12,1.1,73,54,6.7,77.0,T,0.6500000000000001
Virtua Fighter 5,PS3,2007,Fighting,0.29,0.51,0.08,0.2,1.08,85,47,7.4,67.0,T,0.79
Tom Clancys Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,0.87,0.05,0.02,0.08,1.02,86,58,8.1,89.0,T,0.15000000000000002
Ace Combat 6: Fires of Liberation,X360,2007,Simulation,0.69,0.04,0.22,0.06,1.01,80,54,7.9,101.0,T,0.32000000000000006
Grand Theft Auto: Vice City Stories,PS2,2007,Action,0.78,0.03,0.03,0.13,0.97,75,37,7.8,69.0,M,0.18999999999999995
Lost Odyssey,X360,2007,Role-Playing,0.45,0.26,0.11,0.08,0.9,78,68,8.3,435.0,T,0.45
Time Crisis 4,PS3,2007,Shooter,0.32,0.32,0.05,0.14,0.83,60,52,7.4,21.0,T,0.51
Stranglehold,X360,2007,Shooter,0.4,0.33,0.01,0.09,0.82,77,59,7.6,91.0,M,0.41999999999999993
The World Ends With You,DS,2007,Role-Playing,0.49,0.04,0.21,0.04,0.78,88,59,8.9,284.0,T,0.29000000000000004
Ghost Squad,Wii,2007,Shooter,0.42,0.21,0.08,0.07,0.77,69,42,7.5,31.0,T,0.35000000000000003
Spider-Man 3,PS3,2007,Platform,0.26,0.29,0.02,0.11,0.67,60,33,7.0,40.0,T,0.41000000000000003
Star Ocean: First Departure,PSP,2007,Role-Playing,0.2,0.13,0.22,0.09,0.64,74,32,7.4,28.0,T,0.44
Odin Sphere,PS2,2007,Role-Playing,0.23,0.18,0.09,0.06,0.56,83,49,8.6,60.0,T,0.33000000000000007
No More Heroes,Wii,2007,Action,0.29,0.17,0.04,0.05,0.55,83,64,8.4,259.0,M,0.26000000000000006
Hotel Dusk: Room 215,DS,2007,Adventure,0.26,0.04,0.22,0.03,0.54,78,57,8.6,103.0,T,0.28
Silent Hill: Origins,PSP,2007,Action,0.22,0.15,0.04,0.1,0.52,78,40,7.8,107.0,M,0.30000000000000004
Lair,PS3,2007,Action,0.36,0.03,0.08,0.04,0.51,53,55,6.4,230.0,T,0.15000000000000002
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,0.36,0.02,0.07,0.04,0.5,63,31,7.1,24.0,T,0.14
The Darkness,X360,2007,Shooter,0.36,0.04,0.01,0.03,0.44,82,63,8.1,196.0,M,0.08000000000000002
Castlevania: The Dracula X Chronicles,PSP,2007,Platform,0.22,0.09,0.04,0.07,0.41,80,43,7.8,62.0,T,0.18999999999999997
Medal of Honor Heroes 2,Wii,2007,Shooter,0.33,0.04,0.01,0.03,0.41,73,37,7.6,82.0,T,0.07999999999999996
Overlord,X360,2007,Strategy,0.34,0.03,0.01,0.03,0.4,76,47,8.3,70.0,T,0.06
Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,0.18,0.12,0.04,0.03,0.37,55,44,5.9,49.0,M,0.19
Battalion Wars 2,Wii,2007,Strategy,0.22,0.02,0.08,0.02,0.34,75,38,7.6,45.0,T,0.12000000000000002
Eternal Sonata,X360,2007,Role-Playing,0.19,0.04,0.08,0.02,0.32,79,56,7.9,98.0,T,0.13
Folklore,PS3,2007,Role-Playing,0.2,0.04,0.05,0.03,0.32,75,55,8.2,147.0,T,0.12
Dynasty Warriors 6,X360,2007,Action,0.15,0.06,0.06,0.02,0.3,60,42,7.4,22.0,T,0.15
Trauma Center: New Blood,Wii,2007,Simulation,0.22,0.04,0.01,0.02,0.29,77,43,8.0,20.0,T,0.06999999999999998
Virtua Fighter 5 Online,X360,2007,Fighting,0.2,0.02,0.03,0.02,0.28,89,36,7.6,62.0,T,0.08000000000000002
Armored Core 4,X360,2007,Simulation,0.19,0.01,0.03,0.02,0.25,65,31,7.2,31.0,T,0.06
Dynasty Warriors Gundam,X360,2007,Action,0.15,0.01,0.02,0.01,0.19,55,34,6.8,20.0,T,0.04000000000000001
The Legend of Zelda: Twilight Princess,Wii,2006,Action,3.74,2.14,0.6,0.68,7.16,95,73,9.0,1664.0,T,3.42
Gears of War,X360,2006,Shooter,3.54,1.88,0.07,0.6,6.09,94,88,8.3,2301.0,M,2.55
Grand Theft Auto: Vice City Stories,PSP,2006,Action,1.7,1.99,0.16,1.19,5.03,86,50,8.0,152.0,M,3.33
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,2.83,1.03,0.13,0.4,4.39,94,90,8.7,1113.0,M,1.5599999999999996
Resistance: Fall of Man,PS3,2006,Shooter,1.74,1.72,0.14,0.75,4.35,86,70,8.1,718.0,M,2.6099999999999994
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,1.56,1.4,0.07,0.5,3.54,78,49,7.8,112.0,M,1.98
Call of Duty 3,X360,2006,Shooter,1.49,0.92,0.02,0.27,2.7,82,71,6.5,233.0,T,1.2100000000000002
Saints Row,X360,2006,Action,1.17,0.77,0.02,0.22,2.18,81,74,7.5,214.0,M,1.0100000000000002
Dead Rising,X360,2006,Action,1.16,0.64,0.08,0.2,2.08,85,82,7.6,521.0,M,0.9200000000000002
Tom Clancys Rainbow Six: Vegas,X360,2006,Shooter,1.09,0.65,0.02,0.2,1.95,88,69,8.3,225.0,M,0.8599999999999999
Fight Night Round 3,PS3,2006,Fighting,0.81,0.58,0.01,0.26,1.67,83,37,7.9,24.0,T,0.8599999999999999
Tom Clancys Ghost Recon Advanced Warfighter,X360,2006,Shooter,1.4,0.02,0.02,0.1,1.54,90,78,8.0,215.0,T,0.14000000000000012
Call of Duty 3,PS3,2006,Shooter,0.6,0.62,0.03,0.26,1.5,80,43,6.8,93.0,T,0.9
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,0.47,0.37,0.52,0.12,1.48,57,51,6.9,105.0,T,1.01
Fight Night Round 3,X360,2006,Fighting,1.33,0.03,0.01,0.1,1.47,86,67,8.8,264.0,T,0.1399999999999999
Lost Planet: Extreme Condition,X360,2006,Shooter,1.09,0.04,0.1,0.1,1.34,79,76,7.1,187.0,T,0.25
Black,PS2,2006,Shooter,1.01,0.04,0.03,0.16,1.25,79,62,8.4,195.0,M,0.24
Metal Gear Solid: Portable Ops,PSP,2006,Action,0.38,0.35,0.38,0.08,1.19,87,54,8.2,148.0,M,0.8099999999999999
The Godfather,PS2,2006,Action,0.89,0.03,0.01,0.15,1.09,75,56,8.3,99.0,M,0.20000000000000007
Bully,PS2,2006,Action,0.75,0.03,0.04,0.12,0.94,87,69,9.1,300.0,T,0.18999999999999995
Blue Dragon,X360,2006,Role-Playing,0.3,0.32,0.21,0.08,0.92,79,56,7.8,161.0,T,0.6200000000000001
Tom Clancys Splinter Cell: Double Agent,X360,2006,Action,0.67,0.04,0.01,0.06,0.78,85,59,8.1,148.0,M,0.10999999999999999
Metroid Prime Hunters,DS,2006,Shooter,0.57,0.04,0.11,0.06,0.76,85,54,8.0,188.0,T,0.19000000000000006
Genji: Days of the Blade,PS3,2006,Action,0.18,0.37,0.06,0.14,0.75,55,46,5.8,30.0,T,0.5700000000000001
Red Steel,Wii,2006,Shooter,0.54,0.03,0.04,0.05,0.67,63,54,6.8,121.0,T,0.13
Okami,PS2,2006,Action,0.11,0.03,0.15,0.34,0.63,93,69,9.3,333.0,T,0.52
Tony Hawks Project 8,PS3,2006,Sports,0.3,0.22,0.01,0.1,0.63,76,43,7.1,15.0,T,0.33
Tomb Raider: Legend,PS2,2006,Action,0.25,0.19,0.02,0.06,0.52,82,43,7.2,99.0,T,0.27
Ace Combat Zero: The Belkan War,PS2,2006,Simulation,0.15,0.12,0.2,0.04,0.51,75,45,8.4,55.0,T,0.36
Bleach: The Blade of Fate,DS,2006,Fighting,0.29,0.01,0.12,0.03,0.45,83,32,7.5,23.0,T,0.16000000000000003
Battlefield 2: Modern Combat,X360,2006,Shooter,0.35,0.02,0.01,0.03,0.41,77,54,7.3,79.0,T,0.06
Castlevania: Portrait of Ruin,DS,2006,Platform,0.31,0.02,0.04,0.03,0.4,85,51,8.3,88.0,T,0.09000000000000002
Hitman: Blood Money,X360,2006,Action,0.29,0.06,0.01,0.03,0.39,82,53,8.7,102.0,M,0.10000000000000003
Tomb Raider: Legend,X360,2006,Action,0.27,0.07,0.01,0.03,0.37,80,54,7.3,84.0,T,0.09999999999999998
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,Role-Playing,0.09,0.07,0.18,0.02,0.37,81,34,9.0,59.0,T,0.28
Valkyrie Profile: Lenneth,PSP,2006,Role-Playing,0.17,0.01,0.16,0.02,0.36,80,39,8.4,59.0,T,0.18999999999999997
Trauma Center: Second Opinion,Wii,2006,Simulation,0.28,0.01,0.03,0.03,0.34,80,49,8.0,47.0,T,0.06
Tenchu Z,X360,2006,Action,0.27,0.02,0.02,0.03,0.34,56,51,7.3,58.0,M,0.07
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,0.27,0.01,0.02,0.03,0.33,80,35,8.0,27.0,T,0.06
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,0.09,0.07,0.15,0.02,0.33,84,54,6.4,42.0,T,0.24000000000000002
Driver: Parallel Lines,PS2,2006,Racing,0.12,0.1,0.03,0.03,0.28,69,41,6.9,74.0,M,0.16000000000000003
Resident Evil: Deadly Silence,DS,2006,Action,0.11,0.02,0.11,0.01,0.26,71,41,8.4,36.0,M,0.15000000000000002
Dead or Alive Xtreme 2,X360,2006,Sports,0.15,0.02,0.06,0.02,0.25,53,46,6.7,42.0,M,0.1
Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,0.15,0.01,0.04,0.02,0.23,87,37,8.2,69.0,T,0.08000000000000002
Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,0.14,0.02,0.02,0.02,0.2,58,40,7.2,36.0,T,0.06
Project Sylpheed: Arc of Deception,X360,2006,Shooter,0.12,0.01,0.02,0.01,0.15,64,45,8.6,24.0,T,0.03
Just Cause,X360,2006,Action,0.1,0.03,0.01,0.01,0.14,73,57,7.2,52.0,M,0.04000000000000001
Rumble Roses XX,X360,2006,Fighting,0.07,0.01,0.04,0.01,0.13,62,54,6.6,28.0,M,0.06
Bullet Witch,X360,2006,Shooter,0.07,0.01,0.02,0.01,0.1,55,59,6.1,41.0,M,0.03
Grand Theft Auto: Liberty City Stories,PSP,2005,Action,2.9,2.81,0.24,1.73,7.69,88,65,7.6,453.0,M,4.790000000000001
God of War,PS2,2005,Action,2.71,1.29,0.02,0.43,4.45,94,75,8.9,1007.0,M,1.7400000000000002
Need for Speed: Most Wanted,PS2,2005,Racing,2.03,1.79,0.08,0.47,4.37,82,36,9.1,138.0,T,2.3400000000000003
Tekken 5,PS2,2005,Fighting,0.93,1.94,0.31,0.7,3.87,88,62,8.7,233.0,T,2.94
Resident Evil 4,PS2,2005,Action,2.08,0.83,0.46,0.25,3.62,96,38,8.9,1025.0,M,1.54
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,1.47,1.39,0.03,0.43,3.32,60,34,7.2,82.0,T,1.8499999999999999
Call Of Duty 2: Big Red One,PS2,2005,Shooter,1.48,0.92,0.01,0.26,2.67,77,39,8.2,70.0,T,1.19
Guitar Hero,PS2,2005,Misc,1.67,0.61,0.03,0.07,2.38,91,65,8.7,173.0,T,0.71
Devil May Cry 3: Dantes Awakening,PS2,2005,Action,0.99,0.63,0.29,0.19,2.09,84,60,9.0,213.0,M,1.0999999999999999
Call of Duty 2,X360,2005,Shooter,1.84,0.04,0.01,0.16,2.05,89,65,8.1,310.0,T,0.20999999999999974
SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,1.22,0.34,0.04,0.1,1.69,82,59,8.8,66.0,M,0.47
Resident Evil 4,GC,2005,Action,0.98,0.42,0.22,0.06,1.69,96,82,9.4,774.0,M,0.71
Need for Speed: Most Wanted,X360,2005,Racing,1.0,0.13,0.02,0.1,1.25,83,54,8.4,135.0,T,0.25
